course_code,course_name,AU
HS4901,RESEARCH PRACTICUM I: QUALITATIVE SOCIAL RESEARCH,4.0
HS4902,RESEARCH PRACTICUM II: QUANTITATIVE SOCIAL RESEARCH,4.0
HT5101,"TRANSLATION: HISTORIES, THEORIES & PRINCIPLES*~",3.0
HT5301,"LINGUISTICS, CULTURE & TRANSLATION*~",3.0
HT5401,"TRANSLATION: APPRECIATION, CRITICISM & EVALUATION*~",3.0
HU5001,INTRODUCTION TO HUMAN GEOGRAPHY*~,3.0
HW0205,ACADEMIC COMMUNICATION IN THE HUMANITIES,2.0
HW0206,ACADEMIC COMMUNICATION IN CHINESE STUDIES,2.0
HW0207,ACADEMIC COMMUNICATION IN LINGUISTICS,2.0
HW0208,ACADEMIC COMMUNICATION IN THE SOCIAL SCIENCES,2.0
HW0218,COMMUNICATION ACROSS THE SCIENCES,2.0
HW0288,ENGINEERING COMMUNICATION,2.0
HY0001,ETHICS & MORAL REASONING,1.0
HY1001,INTRODUCTION TO PHILOSOPHY*~,3.0
HY1002,SYMBOLIC LOGIC*~,3.0
HY2003,INTRODUCTION TO CHINESE PHILOSOPHY*~,3.0
HY2015,PHILOSOPHY OF WELL-BEING*~,3.0
HY3010,PHILOSOPHY OF SCIENCE*~,3.0
HY3011,PHILOSOPHY OF MIND*~,3.0
HY3012,PHILOSOPHY OF TECHNOLOGY*~,3.0
HY3910,PHILOSOPHY OF SCIENCE*~,3.0
HY3911,PHILOSOPHY OF MIND*~,3.0
HY3912,PHILOSOPHY OF TECHNOLOGY*~,3.0
HY4015,PHILOSOPHICAL METHODOLOGIES*~,4.0
HY4039,ETHICS OF WAR*~,4.0
HY4040,THE MEANING OF LIFE*~,4.0
HY4044,INTERCULTURAL PHILOSOPHY: CHINESE & CONTINENTAL*~,4.0
HY4112,SPECIAL TOPICS IN PHILOSOPHY*~,4.0
HY4116,PHENOMENOLOGY*~,4.0
HZ5101,INTRODUCTION TO CREATIVE WRITING*~,3.0
HZ5201,CREATIVE WRITING:POETRY*~,3.0
HZ5202,CREATIVE WRITING:FICTION*~,3.0
HZ5204,CREATIVE WRITING: PLAYWRITING*~,3.0
HZ5205,CREATIVE WRITING:SCREENWRITING*~,3.0
HZ5301,ADVANCED CREATIVE WRITING*~,3.0
IE0005,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3.0
IE1005,FROM COMPUTATIONAL THINKING TO PROGRAMMING,3.0
IE2104,DIGITAL ELECTRONICS,3.0
IE2106,ENGINEERING MATHEMATICS I,3.0
IE2107,ENGINEERING MATHEMATICS II~,3.0
IE2108,DATA STRUCTURES & ALGORITHMS IN PYTHON,3.0
IE2110,SIGNALS & SYSTEMS,3.0
IE3012,COMMUNICATION PRINCIPLES*~,3.0
IE3014,DIGITAL SIGNAL PROCESSING*~,3.0
IE3017,COMPUTER COMMUNICATIONS*~,3.0
IE3102,MICROPROCESSORS*~,3.0
IE4120,OPTICAL COMMUNICATION SYSTEM DESIGN*~,3.0
IE4154,DIGITAL & TELECOMMUNICATIONS SYSTEMS*~,3.0
IE4476,IMAGE PROCESSING & COMPUTER VISION*~,3.0
IE4483,ARTIFICIAL INTELLIGENCE & DATA MINING*~,3.0
IE4727,WEB APPLICATION DESIGN*~,3.0
IE4758,INFORMATION SECURITY*~,3.0
IM3180,DESIGN & INNOVATION PROJECT,3.0
LC5001,CHINESE LANGUAGE LEVEL 1*~,3.0
LC5002,CHINESE LANGUAGE LEVEL 2*~,3.0
LC5003,CHINESE LANGUAGE LEVEL 3*~,3.0
LC5004,CHINESE LANGUAGE LEVEL 4*~,3.0
LC5101,BUSINESS CHINESE*~,3.0
LF5001,FRENCH LANGUAGE LEVEL 1*~,3.0
LF5002,FRENCH LANGUAGE LEVEL 2*~,3.0
LF5003,FRENCH LANGUAGE LEVEL 3*~,3.0
LF5004,FRENCH LANGUAGE LEVEL 4*~,3.0
LF5005,FRENCH LANGUAGE LEVEL 5*~,3.0
LF5006,FRENCH LANGUAGE LEVEL 6*~,3.0
LF5007,FRENCH LANGUAGE LEVEL 7*~,3.0
LG5001,GERMAN LANGUAGE LEVEL 1*~,3.0
LG5002,GERMAN LANGUAGE LEVEL 2*~,3.0
LG5003,GERMAN LANGUAGE LEVEL 3*~,3.0
LG5004,GERMAN LANGUAGE LEVEL 4*~,3.0
LG5005,GERMAN LANGUAGE LEVEL 5*~,3.0
LJ5001,JAPANESE LANGUAGE LEVEL 1*~,3.0
LJ5002,JAPANESE LANGUAGE LEVEL 2*~,3.0
LJ5003,JAPANESE LANGUAGE LEVEL 3*~,3.0
LJ5004,JAPANESE LANGUAGE LEVEL 4*~,3.0
LJ5005,JAPANESE LANGUAGE LEVEL 5*~,3.0
LK5001,KOREAN LANGUAGE LEVEL 1*~,3.0
LK5002,KOREAN LANGUAGE LEVEL 2*~,3.0
LK5003,KOREAN LANGUAGE LEVEL 3*~,3.0
LK5004,KOREAN LANGUAGE LEVEL 4*~,3.0
LK5005,KOREAN LANGUAGE LEVEL 5*~,3.0
LK5006,KOREAN LANGUAGE LEVEL 6*~,3.0
LK5007,KOREAN LANGUAGE LEVEL 7*~,3.0
LK5902,KOREAN CULTURE & SOCIETY II*~,3.0
LL5001,SINGAPORE SIGN LANGUAGE LEVEL 1*~,3.0
LL5002,SINGAPORE SIGN LANGUAGE LEVEL 2*~,3.0
LM5001,MALAY LANGUAGE LEVEL 1*~,3.0
LM5002,MALAY LANGUAGE LEVEL 2*~,3.0
LM5003,MALAY LANGUAGE LEVEL 3*~,3.0
LM5004,MALAY LANGUAGE LEVEL 4*~,3.0
LM5005,MALAY LEVEL 5*~,3.0
LS5001,SPANISH LANGUAGE LEVEL 1*~,3.0
LS5002,SPANISH LANGUAGE LEVEL 2*~,3.0
LS5003,SPANISH LANGUAGE LEVEL 3*~,3.0
LS5004,SPANISH LANGUAGE LEVEL 4*~,3.0
LT5001,THAI LANGUAGE LEVEL 1*~,3.0
LT5002,THAI LANGUAGE LEVEL 2*~,3.0
LT5003,THAI LANGUAGE LEVEL 3*~,3.0
LT5004,THAI LANGUAGE LEVEL 4*~,3.0
LV5001,VIETNAMESE LANGUAGE LEVEL 1*~,3.0
MA0218,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE*,3.0
MA1001,DYNAMICS,3.0
MA1008,INTRODUCTION TO COMPUTATIONAL THINKING,3.0
MA1601,INTRODUCTION TO ROBOTICS,2.0
MA2001,MECHANICS OF MATERIALS,3.0
MA2002,THEORY OF MECHANISM*~,3.0
MA2003,INTRODUCTION TO THERMO-FLUIDS,3.0
MA2005,ENGINEERING GRAPHICS,3.0
MA2006,ENGINEERING MATHEMATICS,3.0
MA2007,THERMODYNAMICS,3.0
MA2009,INTRODUCTION TO ELECTRICAL CIRCUITS & ELECTRONIC DEVICES*~,3.0
MA2011,MECHATRONICS SYSTEM INTERFACING,3.0
MA2014,PRODUCT PRESENTATION,3.0
MA2024,ENGINEERING MATERIALS & MANUFACTURING PROCESSES,3.0
MA2071,LABORATORY EXPERIMENTS (ME),1.0
MA2072,LABORATORY EXPERIMENTS (AE),1.0
MA2701,FLIGHT PERFORMANCE,2.0
MA3001,MACHINE ELEMENT DESIGN~,3.0
MA3002,SOLID MECHANICS & VIBRATION,3.0
MA3003,HEAT TRANSFER,3.0
MA3004,MATHEMATICAL METHODS IN ENGINEERING,3.0
MA3005,CONTROL THEORY,3.0
MA3006,FLUID MECHANICS,3.0
MA3010,THERMODYNAMICS & HEAT TRANSFER,3.0
MA3071,ENGINEERING EXPERIMENTS (ME),1.0
MA3072,ENGINEERING EXPERIMENTS (AE),1.0
MA3700,AIRCRAFT STRUCTURES I~,3.0
MA3701,AERODYNAMICS~,3.0
MA3702,AIRCRAFT PROPULSION~,3.0
MA3703,FLIGHT DYNAMICS,2.0
MA3704,AIRCRAFT ELECTRICAL DEVICES,3.0
MA3705,AEROSPACE CONTROL THEORY,3.0
MA4001,ENGINEERING DESIGN,4.0
MA4002,FLUID DYNAMICS~,3.0
MA4011,ENGINEERING PRODUCT DESIGN,4.0
MA4012,MECHATRONICS ENGINEERING DESIGN,4.0
MA4013,MANUFACTURING ENGINEERING DESIGN,4.0
MA4701,AIRCRAFT DESIGN,3.0
MA4702,AIRCRAFT STRUCTURES II,3.0
MA4704,AEROELASTICITY,3.0
MA4705,AIRCRAFT NAVIGATION & FLIGHT COMPUTERS,3.0
MA4804,OPTIMIZATION THEORY & APPLICATIONS~,3.0
MA4811,PSYCHROMETRY & AIR CONDITIONING~,3.0
MA4814,COMPUTATIONAL FLUID DYNAMICS~,3.0
MA4822,MEASUREMENTS & SENSING SYSTEMS~,3.0
MA4825,ROBOTICS~,3.0
MA4832,MICROPROCESSOR SYSTEMS~,3.0
MA4842,ENGINEERING METROLOGY &  MATERIALS CHARACTERIZATION~,3.0
MA4849,OPERATIONS RESEARCH~,3.0
MA4856,NAVAL ARCHITECTURE & MARINE ENGINEERING~,3.0
MA4858,PRODUCT DESIGN~,3.0
MA4881,AIR TRAFFIC MANAGEMENT~,3.0
MA4882,ADVANCED MANUFACTURING & MATERIALS PROCESSING~,3.0
MA4884,SYSTEMS THINKING & SYSTEMS ENGINEERING~,3.0
MA4890,AUTONOMOUS DRIVING*~,3.0
MH1100,CALCULUS I*~,4.0
MH1200,LINEAR ALGEBRA I*~,4.0
MH1300,FOUNDATIONS OF MATHEMATICS*~,4.0
MH1802,CALCULUS FOR THE SCIENCES,4.0
MH1805,CALCULUS,4.0
MH1810,MATHEMATICS 1,3.0
MH1811,MATHEMATICS 2,3.0
MH1812,DISCRETE MATHEMATICS*~,3.0
MH2100,CALCULUS III*~,4.0
MH2500,PROBABILITY*~,4.0
MH2802,LINEAR ALGEBRA FOR SCIENTISTS*~,3.0
MH2811,MATHEMATICS II,3.0
MH2814,PROBABILITY & STATISTICS*~,3.0
MH3100,REAL ANALYSIS I*~,4.0
MH3101,COMPLEX ANALYSIS*~,4.0
MH3210,NUMBER THEORY*~,4.0
MH3220,ALGEBRA II*~,4.0
MH3510,REGRESSION ANALYSIS*~,4.0
MH3512,STOCHASTIC PROCESSES*~,4.0
MH3520,MATHEMATICS OF DEEP LEARNING*~,4.0
MH4301,SET THEORY & LOGIC*~,4.0
MH4311,CRYPTOGRAPHY*~,4.0
MH4510,STATISTICAL LEARNING & DATA MINING*~,4.0
MH4511,SAMPLING & SURVEY*~,4.0
MH4513,SURVIVAL ANALYSIS*~,4.0
MH4514,FINANCIAL MATHEMATICS*~,4.0
MH4521,REINFORCEMENT LEARNING*~,4.0
MH4700,NUMERICAL ANALYSIS II*~,4.0
MH4702,PROBABILISTIC METHODS IN OPERATIONS RESEARCH*~,4.0
MH4932,SPECIAL TOPICS IN STATISTICS,4.0
MH5301,MODERN CRYPTOGRAPHY: REAL-WORLD APPLICATIONS & IMPACT*~#,3.0
ML0003,KICKSTART YOUR CAREER SUCCESS,1.0
ML0004,CAREER DESIGN & WORKPLACE READINESS IN THE V.U.C.A WORLD,2.0
MS1011,MATERIALS MATTER,1.0
MS1013,MATERIALS CHEMISTRY I,2.0
MS1016,THERMODYNAMICS OF MATERIALS,3.0
MS1017,INTRODUCTION TO MATERIALS SCIENCE,2.0
MS2012,INTRODUCTION TO MANUFACTURING PROCESSES,3.0
MS2015,MECHANICAL BEHAVIOUR OF MATERIALS,3.0
MS2083,LABORATORY ON STRUCTURE-PROPERTY RELATIONSHIP IN POLYMERS,1.0
MS3012,MICRO/NANOELECTRONIC MATERIALS PROCESSING,3.0
MS3013,ELECTROCHEMICAL CORROSION,3.0
MS3014,ANALYSIS OF MATERIALS,3.0
MS3015,INDUSTRIAL DESIGN,4.0
MS3082,DESIGN LAB,1.0
MS4013,BIOMATERIALS,2.0
MS4610,ADVANCED BIOMATERIALS*~,3.0
MS4613,WEARABLE SENSORS FOR HEALTHCARE,3.0
MS4621,SELECTED TOPICS ON APPLIED POLYMER MATERIALS*~,2.0
MS4640,ADVANCED ANALYSIS OF MATERIALS*~,3.0
MS4642,ADDITIVE MANUFACTURING OF MATERIALS*~,1.0
MS4660,FUNDAMENTALS OF INTELLECTUAL PROPERTY IN MATLS SCI & ENG*~,3.0
MS4667,INTRODUCTION TO SUSTAINABLE MATERIALS*~,2.0
MS4672,MACHINE LEARNING FOR MATERIALS DESIGN~,2.0
MS4681,CARBON MARKETS: TOWARDS A LOW-CARBON FUTURE*~,2.0
MS4682,MATERIALS FOR HYDROGEN FUEL*~,1.0
MT0001,SHIPPING & THE ENVIRONMENT*~,4.0
MT1001,MATHEMATICS I FOR MARITIME STUDIES,3.0
MT3001,MARITIME LAW,3.0
MT3002,INTRODUCTION TO MARINE INSURANCE,3.0
MT3004,SHIPPING MANAGEMENT*~,3.0
MT3006,SHIP CHARTERING,3.0
MT4002,ESSENTIALS OF PROJECT MANAGEMENT,3.0
MT4101,INTERMODAL TRANSPORTATION*~,3.0
PH1011,PHYSICS*~#,3.0
PH1012,PHYSICS A*~#,4.0
PH1104,MECHANICS*~,3.0
PH1105,"OPTICS, VIBRATIONS & WAVES*~",3.0
PH1198,PHYSICS LABORATORY IA,2.0
PH2102,ELECTROMAGNETISM*~,4.0
PH2103,THERMAL PHYSICS*~,4.0
PH2104,ANALYTICAL MECHANICS*~,4.0
PH2198,PHYSICS LABORATORY IIA*~,2.0
PH3101,QUANTUM MECHANICS II*~,4.0
PH3103,TECHNOLOGICAL APPLICATIONS OF QUANTUM MECHANICS*~,3.0
PH3199,PHYSICS LAB IIIA,2.0
PH3301,INTRODUCTION TO BIOIMAGING & BIOSENSING TECHNIQUES~,3.0
PH3403,ASTROPHYSICS & COSMOLOGY*~,3.0
PH3601,FABRICATION OF MICRO-& NANOELECTRONIC DEVICES*~,3.0
PH4408,NUCLEAR PHYSICS*~,3.0
PH4610,IONISING RADIATION-BASED IMAGING*~,3.0
PH4611,MEDICAL PHYSICS BEAM MODELLING & DOSIMETRY*~,3.0
RE0003,COMMUNICATING AS A 21ST CENTURY ENGINEER,3.0
RE0011,WRITING ACROSS THE DISCIPLINES,3.0
RE1011,MATHEMATICS I,4.0
RE1013,MATERIALS & MANUFACTURING,3.0
RE1014,ELECTRONIC & INFORMATION ENGINEERING,3.0
RE1015,BIO- & CHEMICAL ENGINEERING FUNDAMENTALS & APPLICATIONS,3.0
RE1101,FUNDAMENTALS OF MANAGEMENT,3.0
RE1401,FINANCIAL MANAGEMENT,3.0
RE2011,RENAISSANCE DESIGN I,4.0
RE6015,"ENTREPRENEURSHIP, STRATEGY & INNOVATION: REAL WORLD APPLCNS",6.0
RE6016,SYSTEM THINKING & HOLISTIC DECISION MAKING,3.0
RE6017,ETHICS & GOVERNANCE ISSUES IN TECHNOLOGY MANAGEMENT,3.0
RE6018,OPERATIONS & SUPPLY CHAINS,3.0
RE6019,ADVANCED TOPICS IN ENGINEERING LEADERSHIP,3.0
SC1003,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING~,3.0
SC1004,LINEAR ALGEBRA FOR COMPUTING,4.0
SC1005,DIGITAL LOGIC~,3.0
SC1006,COMPUTER ORGANISATION & ARCHITECTURE~,3.0
SC1007,DATA STRUCTURES & ALGORITHMS~,3.0
SC1008,C & C++ PROGRAMMING,3.0
SC1013,PHYSICS FOR COMPUTING,2.0
SC1123,MATH 1: LINEAR ALGEBRA & CALCULUS FOR COMPUTING,2.0
SC1301,WRITING ACROSS THE DISCIPLINES,3.0
SC1303,PROGRAMMING WITH DATA STRUCTURES & ALGORITHMS,4.0
SC2000,PROBABILITY & STATISTICS FOR COMPUTING,3.0
SC2001,ALGORITHM DESIGN & ANALYSIS~,3.0
SC2002,OBJECT ORIENTED DESIGN & PROGRAMMING~,3.0
SC2005,OPERATING SYSTEMS~,3.0
SC2006,SOFTWARE ENGINEERING~,3.0
SC2008,COMPUTER NETWORK~,3.0
SC2103,DIGITAL SYSTEMS DESIGN~,3.0
SC2104,"SENSORS, INTERFACING & DIGITAL CONTROL~",3.0
SC2107,MICROPROCESSOR SYSTEM DESIGN & DEVELOPMENT~,3.0
SC2203,"AUTOMATA, COMPUTABILITY & COMPLEXITY",3.0
SC2207,INTRODUCTION TO DATABASES~,3.0
SC2304,ETHICAL ARTIFICIAL INTELLIGENCE~,3.0
SC3000,ARTIFICIAL INTELLIGENCE~,3.0
SC3010,COMPUTER SECURITY~,3.0
SC3020,DATABASE SYSTEM PRINCIPLES~,3.0
SC3030,ADVANCED COMPUTER NETWORKS~,3.0
SC3040,ADVANCED SOFTWARE ENGINEERING~,3.0
SC3050,ADVANCED COMPUTER ARCHITECTURE~,3.0
SC3060,COMPUTER GRAPHICS & VISUALISATION~,3.0
SC3061,HUMAN COMPUTER INTERACTION,3.0
SC3102,"SIGNALS, SYSTEMS & TRANSFORMS",3.0
SC3103,EMBEDDED PROGRAMMING~,3.0
SC3270,REASONING ABOUT PROGRAMS~,3.0
SC4000,MACHINE LEARNING~,3.0
SC4001,NEURAL NETWORK & DEEP LEARNING~,3.0
SC4002,NATURAL LANGUAGE PROCESSING~,3.0
SC4010,APPLIED CRYPTOGRAPHY~,3.0
SC4016,CYBER THREAT INTELLIGENCE~,3.0
SC4020,DATA ANALYTICS & MINING~,3.0
SC4024,DATA VISUALISATION~,3.0
SC4030,WIRELESS & MOBILE NETWORKS~,3.0
SC4040,ADVANCED TOPICS IN ALGORITHMS~,3.0
SC4050,PARALLEL COMPUTING~,3.0
SC4053,BLOCKCHAIN TECHNOLOGY~,3.0
SC4061,COMPUTER VISION~,3.0
SC5001,INTRODUCTION TO COMPUTATIONAL THINKING & PROGRAMMING~,3.0
SC5002,ARTIFICIAL INTELLIGENCE FUNDAMENTALS & APPLICATIONS~,3.0
SC5008,DECODE THE INDUSTRY: INSIGHTS & SKILLS FOR CAREER SUCCESS~,1.0
SC5401,MASTER CLASS 1 (TURING ON COMPUTABILITY & INTELLIGENCE)~,3.0
SP0001,WRITING & REASONING,3.0
SP0008,LIVING WELL,2.0
SP0049,WATCHING MOVIES IN THE DIGITAL AGE,3.0
SP0051,ASTRONOMY,3.0
SP0061,SCIENCE & TECHNOLOGY FOR HUMANITY,3.0
SP0075,BRANDING AS CULTURE: HOW BRANDS SHAPE OUR WORLD,3.0
SS5003,INTRODUCTION TO PILATES MATWORK & HATHA YOGA*~,3.0
SS5202,SOCCER*~,3.0
SS5303,INTRODUCTION TO HIP-HOP & ITS DANCES*~,3.0
SS5305,INTRODUCTION TO DANCES OF AMERICAN ORIGIN*~,3.0
SS5601,HUMAN ANATOMY & PHYSIOLOGY*~,3.0
SS5605,PSYCHOSOCIAL ASPECTS OF SPORT & EXERCISE*~,3.0
SS5611,PHYSICAL ACTIVITY IN LIFE COURSE WELLNESS*~,3.0
SU3001,INTEGRATED URBAN MANAGEMENT*~,3.0
